Change Client ID Page	{"additionalLinks": null, "summary": "This form appears when you have selected items for one client ID, but your current research is assigned to another IDUse this page to specify which Client ID you want to use for your research."}
CasePull Page	{"additionalLinks": null, "summary": "Use the CasePull\u2122 page to retrieve legal documents in  , either by party name or by entering the document citations.Use this to retrieve a case by party name.  You must enter at least one party name."}
 Custom Source Pull Page	{"additionalLinks": null, "summary": "Use the  Custom Source Pull page to select the sources you want to search. You can search for a source or just browse through the list to find the one you want to use."}
Get a Document Page	{"additionalLinks": null, "summary": "Use the Get a Document pod to retrieve case law documents in  , either entering the document citation, by party name, or by docket number.Use this to retrieve a case law document by party name.  You must enter at least one party name.Use this to retrieve a case law document by docket number."}
Get & Print Page	{"additionalLinks": null, "summary": "Use the Get & Print tool to email, print, or download legal documents or  reports."}
 Jurisdiction Page	{"additionalLinks": null, "summary": "Use the  Jurisdiction page to select the sources you want to search. You can search for a source or just browse through the list to find the one you want to use."}
Matthew Bender Sources	{"additionalLinks": null, "summary": "Use the Matthew Bender\u00ae Sources page to select the Matthew Bender sources you want to search. You can search for a source or just browse through the list to find the one you want to use."}
 Practice Area Page	{"additionalLinks": null, "summary": "Use the  Practice Area page to select the sources you want to search. You can search for a source or just browse through the list to find the one you want to use."}
 Treatises Page	{"additionalLinks": null, "summary": "Use the  Treatises page to select the sources you want to search. You can search for a source or just browse through the alphabetical list to find the one you want to use."}
FIELD HELP TITLE	{"additionalLinks": null, "summary": "INTRODUCTORY PARAGRAPH."}
FIELD HELP TITLE	{"additionalLinks": null, "summary": "INTRODUCTORY PARAGRAPH."}
Search in a Specific Content Type	{"additionalLinks": null, "summary": "Use the collection parameter to indicate the content type to search.  You can use multiple content types, separated by a period.  If you don't specify a content type, all content types are searched."}
Open a Specific Context	{"additionalLinks": null, "summary": " supports a list of different experiences within the application. Include the context query parameter to open the Lexis Advance application to a specific context, such as Legal Research, Verdict & Settlement Analyzer, MedMal Navigator, etc."}
Copy Citation to Clipboard Page	{"additionalLinks": null, "summary": "You can copy a document citation in the format you need, which you can then paste into a word processor or other document.  You can include the pinpoint cite, if any, and/or a section of text."}
Set Client Page	{"additionalLinks": null, "summary": "Use this page to set the Client ID you'd like to assign your current research session to. [Top] If the[Top] Client ID box is displayed, your firm requires that you specify client information that conforms to the format displayed above the box. You must enter client information that conforms to the displayed format where:"}
Dashboard Page	{"additionalLinks": null, "summary": "When you open the dashboard page, you see the at-a-glance view, with the research activity at your firm shown in 4 views: User, Search Query, Sources Used, and Client ID.  You can display details for any of the views by selecting the label at the top of the page, or by selecting the expand icon in an individual view. You can also:"}
D&B Business Report Results	{"additionalLinks": null, "summary": "You can use the  Advanced Search Form to access business and non-business credit reports from Dun & Bradstreet (D&B). While viewing your results, you can see how much a specific report costs to purchase. Once you choose to purchase a report, you have 24 hours to download it."}
D&B Business Report Search	{"additionalLinks": null, "summary": "Using the  Advanced Search Form, you can access business and non-business credit reports from Dun & Bradstreet (D&B)."}
Delivering a Range of Results from a Results List	{"additionalLinks": null, "summary": "When printing, downloading, emailing, or sending items from your search results list to Dropbox, you can deliver up to 250 consecutive as well as non-consecutive items. To do this, you can use dashes to connect consecutive results, and commas to connect non-consecutive results. Include spaces between each number."}
Display a Table of Contents for a Specific Source	{"additionalLinks": null, "summary": "Use this URL to display a table of contents (TOC) for a specific source. Contact your your  account representative to find out the value for the source for which you want the TOC."}
Display Your List of Alerts	{"additionalLinks": null, "summary": "Use this URL to display your list of alerts. The list only displays the alerts you have permission to see."}
Display Your List of Folders	{"additionalLinks": null, "summary": "Use this URL to display the list of your saved folders."}
Display a Shepard's  Report for a Specific Citation	{"additionalLinks": null, "summary": "Use this URL to display a  Report for a specific citation. Your ID must be authorized for the Shepard's \u00ae Citation Service in order to view the report."}
Invalid Client ID Page	{"additionalLinks": null, "summary": "Use this page to set up a new Client ID or to select one from previously used Client IDs, when the Client ID you selected doesn't match the format set by your firm."}
Out of Plan Page	{"additionalLinks": null, "summary": "Use this page to see a preview of a document before you pay to get it."}
Edit Client ID Page	{"additionalLinks": null, "summary": "Use this page to modify the Client ID and associated Research Description."}
Edit Highlight Range Page	{"additionalLinks": null, "summary": "Once you have applied highlighting to text in your document, you can change the boundaries (or range) of the highlight itself. To do this, select the Edit Highlight Range button, and then reapply the highlighting to the text in the document."}
Entity Linking	{"additionalLinks": null, "summary": "If you are searching for a judge, attorney, or law firm, an entity search retrieves documents containing the entity name in the document\u2019s section pertinent to that kind of an entity."}
Recent & Favorites	{"additionalLinks": null, "summary": "The Recent & Favorites pod lists the filters (including sources and topics) you have selected in recent searches or saved as favorites. Select a filter to use it for your current search."}
Recent and Favorites Page	{"additionalLinks": null, "summary": "The Recent & Favorites page lists topics you have marked as favorites and topics you selected for your current search. Topics remain in the list until you remove them by selecting the  icon."}
Favorites	{"additionalLinks": null, "summary": "The Favorites pod displays the sources, topics, and filters you have recently used in your searches.  Select More to display additional favorites."}
Applying filters for subcategories when narrowing results	{"additionalLinks": null, "summary": "If you select this checkbox, some categories will be automatically narrowed by specific subcategories.  If you don\u2019t want these categories to be automatically narrowed, clear this checkbox."}
Restore Deleted Items Dialog Box	{"additionalLinks": null, "summary": "You can restore items you've sent to the work folders Recycle Bin. The following options are available on the Restore Deleted Items dialog box."}
Folders (Viewing a Full Document in Your Folder)	{"additionalLinks": null, "summary": "When you select an item from one of your folders, the full text of the item appears, with the name of the item, the date the item was updated, the name of the folder it is stored in, and the Client ID assigned to it displayed at the top."}
Folders (List View)	{"additionalLinks": null, "summary": "You can view your folders (and their contents) at the Folders page. Information about the folder is displayed, along with information about the items in the folder.  For example, when you click a specific folder, any of its subfolders are shown at the top of the list, and any items included in the folder you are viewing are listed below. Information about each item is listed below the item's title."}
Move Folder / Copy Folder	{"additionalLinks": null, "summary": "You can move or copy a folder to another folder.  This makes it a subfolder of the one you're moving or copying to. When you are finished, select Save ."}
Share Folder Page	{"additionalLinks": null, "summary": "Use this form to select individuals you want to share a folder with and set their permissions."}
Forgot Your Password? Form	{"additionalLinks": null, "summary": "If you have forgotten your password, enter your ID and select Submit .  We'll help you create a new password so you can get signed in."}
Full Document Page	{"additionalLinks": null, "summary": "When you select a document from your results, the full text of the document is displayed. You can return to your results list by selecting Results List at the top of the page. UsePrevious Document andNext Document to display the previous or next document in your results."}
Retrieve a Document by Its URN (Uniform Resource Name)	{"additionalLinks": null, "summary": "Use this URL to retrieve and display a document using its uniform resource name (URN)."}
Retrieve a Document By Its Citation	{"additionalLinks": null, "summary": "Use this URL to retrieve and display a document using its citation. Your Lexis Advance\u2122 ID and password must be authorized for viewing the document for this command to function.  Unauthorized users will receive an authorization error."}
Retrieve a Document by Its ID	{"additionalLinks": null, "summary": "Use this URL to retrieve and display a document using its ID, and scroll to a specific page.  The page and reporter parameters are used to scroll to a specific page in the document."}
Research History List Page	{"additionalLinks": null, "summary": " automatically saves to History your activities, such as:"}
Home Page	{"additionalLinks": null, "summary": "From the  home page, you can begin or resume all of your research tasks, such as:"}
Multiple Invalid Client ID Page	{"additionalLinks": null, "summary": "Use this page to select valid Client IDs for documents with an Invalid status."}
Search in a Specific Jurisdiction	{"additionalLinks": null, "summary": "Use the jurisdiction parameter to indicate the jurisdiction to search.  You can use multiple jurisdictions, separated by a period.  If you don't specify a jurisdiction, all jurisdictions are searched."}
 Page	{"additionalLinks": null, "summary": "The  lists cases that cite to the case you are viewing as well as cases your case has cited - for a specific legal issue. Not all legal documents have a ."}
Topic Summaries List	{"additionalLinks": null, "summary": "When you select View reports fromAbout This Document , or select the icon  in the  Headnotes of a case, the list of topic summary reports for that legal topic is displayed."}
Link to This Page	{"additionalLinks": null, "summary": "You can copy a permanent link to many of the pages in  you are viewing, which will later give you access to this same page. Following are some things to understand about using the permanent link:The pages: Link to this page option is available on the following"}
Ask Our Authors Form	{"additionalLinks": null, "summary": " authors are ready to answer your questions. To submit a question, complete the following fields."}
LexisNexis Practice Advisor Drafting Notes	{"additionalLinks": null, "summary": ""}
Form Content	{"additionalLinks": null, "summary": "When you view a form, or select one or more editable forms using the checkboxes, then select the Download icon (  ), a drop-down list appears. You can choose to download your document immediately using default settings, or to change the settings before you download. For more information on downloading documents in  , see the topic How do I download results . You can access more information on actions you can take with forms below.Forms content includes:"}
Using the  Forms Index Page	{"additionalLinks": null, "summary": "There is a Forms Index pane on theView forms for all practice areas to open the entire forms index.  home page. Click the link for the selected practice area to open the index of forms for that practice area or select"}
Market Tracker	{"additionalLinks": null, "summary": "Lexis\u00ae Market Tracker searches all the legal documents filed for the purchase of corporations in the United States so you can find information about recent developments in a particular industry, or about a single sale. You can open electronic copies of the original documents for sales, closing contracts, financing, etc., then search those documents for a specific name or phrase."}
Meet Lexis Practice Advisor Authors	{"additionalLinks": null, "summary": "The  Meet Our Authors feature offers new practical guidance resources complemented by select targeted and relevant legal content. Each category contains a unique collection of expertly authored content in the relevant practice area or jurisdiction, and is updated on an ongoing basis to help you keep up to date on the most current and leading practice trends."}
Practical Guidance Content	{"additionalLinks": "Full Document Page", "summary": " provides you with online access to expert practical guidance, commentary, cases, legislation, forms and precedents, as well as relevant legal practice steps, and up-to-date information."}
Recently Browsed Documents Pane	{"additionalLinks": null, "summary": " automatically saves your activities for up to 90 days. The Recently Browsed Documents pane displays your most recently visited content.  Activites listed in theRecently Browsed Documents pane may include:"}
Lexis Practice Advisor Results List Page	{"additionalLinks": null, "summary": " may present your results in the following ways:A list of documents for the content type selected as the \"Start in\" type. The search field in the navigation bar at the top of the page displays your search terms, along with a drop-down list of actions you can take.A single document. If the document is included in your subscription, it is opened automatically. If it is outside your subscription, the document title appears by itself, and you'll have the option of opening it for a fee."}
Lexis Practice Advisor Topic Pane	{"additionalLinks": null, "summary": "The Topic Pane on the left side of the main  page gives you a listing of topics associated with the practice area you are currently viewing."}
Updates in... Pane	{"additionalLinks": null, "summary": " offers an Updates in... pane to display the newest documents available through your subscription service."}
Search Tips for 	{"additionalLinks": null, "summary": "When using  , you can search for expert witness profiles, judge profiles, or attorney profiles. Once you choose which type of search you want to perform, the following can help you fine-tune your search so you retrieve the best search results possible:"}
Manage Sharing	{"additionalLinks": null, "summary": "Use the Manage Sharing page to set up and keep track of permissions for users who may view or edit documents in a shared folder."}
Research History Map Page	{"additionalLinks": null, "summary": " automatically saves to History your activities, such as:"}
 Dashboard	{"additionalLinks": null, "summary": "The dashboard consists of your navigation tools at the top, followed by six pods. The dashboard is built to allow for a flexible work flow."}
Email Page	{"additionalLinks": null, "summary": ""}
Save to Folder	{"additionalLinks": null, "summary": ""}
Download Dashboard	{"additionalLinks": null, "summary": ""}
What are Group Duplicates options?	{"additionalLinks": null, "summary": "When viewing news results, sometimes several versions of the same news article appear in the results list. You can group same or similar news stories into groups to help manage your list of results."}
Notifications List Page	{"additionalLinks": null, "summary": "The Notifications page shows all of the notices you have received regarding the status of documents, folders, and alerts that you have shared or that have been shared with you.  After viewing the notices, you can mark them as read or unread, or mark one or all of them to be deleted."}
Open the Public Records Home Page	{"additionalLinks": null, "summary": "Use this URL to open the Public Records home page."}
Search in a Specific Practice Area	{"additionalLinks": null, "summary": "Use the practice area parameter to indicate the practice area to search.  You can use multiple practice areas, separated by a period.  If you don't specify a practice area, all practice areas are searched."}
Printer-friendly Feature	{"additionalLinks": null, "summary": "When you view a document from your results, then select Printer-friendly view icon (Print .  ) from the delivery toolbar, a printer-friendly view of the page appears (without toolbars or navigation buttons).  To print the page from your local printer, select"}
Individual Document Page	{"additionalLinks": null, "summary": "When you select documents and select the Get It Now! icon from your results, you can determine the total cost you will incur if you select theGet It Now! button."}
Multiple Documents Page	{"additionalLinks": null, "summary": "When you select documents and select the Get It Now! icon from your results, you can determine the total cost you will incur if you select theGet the Full Document Now button."}
qlang	{"additionalLinks": null, "summary": "The qlang parameter indicates whether your search query will be run as a boolean or natural language search. You can also use dyn to allow the Lexis Advance\u2122 application to determine which kind of query to use, based on effectiveness."}
Results List Page	{"additionalLinks": null, "summary": "Your search results may be presented in one of the following ways:For searches that retrieve multiple documents, your results display as a list of documents in the categories you selected when you selected the filters for your search. The number of results found for each category is displayed following the category name, and next to each filter in the pane on the left.  If more than 10,000 results were found for a category, (10,000+) is displayed. The first category listed is the category you chose to start in.  To display the documents for a different category, select it from the left pane."}
Save History Map to Folder Page	{"additionalLinks": null, "summary": "Use this form to save a Research Map to one of your folders."}
Add Search to Folder Form	{"additionalLinks": null, "summary": "This form allows you to save your search so you can run it again in the future. After you save a search, you can access it again by selecting the Folders link in theMore drop-down list at the top of any page or by selecting an option from theFolders pod on the  home page."}
Add to Folder Page	{"additionalLinks": null, "summary": "You can save documents to a folder, assign a client to them, and save notes that will be displayed when you open the folder from your folder list."}
Search Tips	{"additionalLinks": null, "summary": "This page provides a quick reference for using several key  features, plus a list of frequently-asked questions about using them and many more.  Select one of the questions to see a detailed answer, plus help for related topics. to search using segments and search commands.For a more guided experience, use the Example: 530 U.S. 133Example: shep: 800 F.2d 111California statute orCA Code in the search box,Example: inauguration and = 2/21/1992UseExample: summary (inheritance and tax)Example: software and firmwareExample: hlead (george /2 soros)Example: \"right to work\"Example: judges (james or jim /2 blackmun)Example: ship or vessel or boatExample: attorney (sarah /2 weddington)Example: duty /10 breachExample: publication (wall street journal)Example: rico and not puerto Learn more For example, if you type CA \u2013 Deering\u2019s California Codes Annotated displays as a suggested source."}
Advanced Search Form	{"additionalLinks": null, "summary": "Use the Advanced Search form to construct your search to include or exclude certain words or phrases. You can use this form to construct your initial search, or to add to it."}
Search Selected Text Page	{"additionalLinks": null, "summary": "Use the Search Selected Text feature to find all the documents that contain text that is similar to text you have selected in a document from your results.  The search will be based on relevant terms in the passage you select, and can help you find other documents related to a topic you are researching."}
Search Form	{"additionalLinks": null, "summary": "When you sign in to  , most everything you need to conduct your legal research is available from the home page.  You can search from the search box, or select from one of the pods below it for quick access to your recent search history, folders, alerts, etc. Access to support, including support phone numbers, tutorials, and help for the product, is also available. For more information about the items on the page, see the table below."}
Using Search Terms	{"additionalLinks": null, "summary": "Use this URL to search using specific search terms."}
Select Research Description Page	{"additionalLinks": null, "summary": "Use this page to specify a research description to be associated with a Client ID."}
Set Client Page	{"additionalLinks": null, "summary": "Use this page to set the Client ID you'd like to assign your current research session to. [Top] If the[Top] Client ID box is displayed, your firm requires that you specify client information that conforms to the format displayed above the box. You must enter client information that conforms to the displayed format where:"}
Setting a Starting or Ending Date	{"additionalLinks": null, "summary": "Use this URL to restrict your search to a specific starting or ending date.  For example, use a startdate parameter of 01/01/2000 to indicate that you want to search content starting with January 1, 2000.  Use theenddate parameter to indicate that you only want to search content that is older than the date you specify."}
Using Pre-filters	{"additionalLinks": null, "summary": "Use this URL to specify a pre-filter for your search to narrow your search results. The filters won't be validated, so if you enter a filter that doesn't work for a particular collection (for example, if you request a statute source but use the collection parameter to indicate the cases content type), you'll receive aNo results found error."}
Set/Add Client ID Page	{"additionalLinks": null, "summary": "Use this page to set the Client ID you'd like to assign your current research session to. [Top] If the[Top] Client ID box is displayed, your firm requires that you specify client information that conforms to the format displayed above the box. You must enter client information that conforms to the displayed format where:"}
Settings Page	{"additionalLinks": null, "summary": "Use the Settings page to set your preferences."}
Download Page	{"additionalLinks": null, "summary": "You can download your  reports."}
Shepard's BriefLink Form	{"additionalLinks": null, "summary": ""}
Email Shepard's Report Page	{"additionalLinks": null, "summary": "When you view a document from your results, or select one or more using the checkboxes, then select the  icon, next to the ), the Email page appears.  To email your documents, complete the page and select Email icon (OK .  Details about each item on the page are provided below."}
About Headnotes with Shepard's Signal Indicators	{"additionalLinks": null, "summary": "You can use the Shepard's Signal indicators located at the top of each headnote to view how a specific headnote has been treated.The red  indicates that citing references in the Citations Service contain strong negative history or treatment of your case (for example, overruled by or reversed).The red exclamation point indicates that citing references in the Citations Service contain indicates that the citing references in the Citations Service contain treatment that questions the continuing validity or precedential value of your case because of intervening circumstances, including judicial or legislative overruling.The yellow indicates that citing references in the Citations Service contain history or treatment that may have a significant negative impact on your case (for example, limited or criticized by).The green indicates that citing references in the Citations Service contain history or treatment that has a positive impact on your case (for example, affirmed or followed by). strong negative  treatment of the (for example, the section may have been found to be unconstitutional or void).The orange"}
Print Page	{"additionalLinks": null, "summary": "You can print your  reports."}
Shepard's Report Page	{"additionalLinks": null, "summary": "Your  report is displayed in four (4) pages, accessed by clicking these links:This page provides the case's history in as many numeric listings as may be required.This page displays all of the citing decisions associated with this report.This page displays all of the types listed in the heading associated with this report.The table of authorities provides another tool to help you determine the validity and usefulness of a legal document for your legal research. The Shepard's table of authorities for a case tells you the subsequent treatment of each of the cited references supporting the case.This option lets you view the relationships between the items in the Appellate History.The complete set of citing decisions is depicted in the Citing decisions: Analysis By Court andCiting decisions: Analysis By Date grids. If you select an individual item (a cell, row label, or column label), the grid view will be closed and you will be taken to theList view and the Narrow By selections will be replaced with the item you selected."}
<n> Selected Items Page for Shepard's 	{"additionalLinks": null, "summary": "When you select documents and select the Get It Now! button from your results, you can determine the total cost you will incur if you select theGet the Full Document Now button."}
<n> Selected Page for Shepard's 	{"additionalLinks": null, "summary": "When you select documents and select the Get It Now! button from your results, you can determine the total cost you will incur if you select theGet the Full Document Now button."}
Search In a Specific Source	{"additionalLinks": null, "summary": "Use the source parameter to search in a specific source.  You can use multiple sources, separated by a period. If you don't specify a source, all sources are searched."}
Tips on Searching 	{"additionalLinks": null, "summary": "From the Search tab of the  product, you can search cases, regulations, statutes, legislative analysis, and primary sources (including the Internal Revenue Code Title 26) - just to name a few. When you perform a search, you can search all sources (by default), or you can limit your search to specific sources, which are available from the different pods on this page. This page provides a quick reference for using several key features, plus a list of frequently-asked questions about using them and many more.  Select one of the questions to see a detailed answer, plus help for related topics.Example: to search using segments and search commands. Example: IRC Sec. 112 Example:shep: 26 USC sec 115 Example:municipal and bonds = 2002 Usesummary (inheritance and tax) Example:remuneration and cash Example:hlead (george /2 soros) Example:\"minimum wage laws\" Example:judges (melinda /2 harmon) Example:ship or vessel or boat Example:attorney (craig /2 daniels) Example:duty /10 breach Example:publication (cch federal tax day) Example:rico and not puerto"}
Tips on Searching Lexis Advance Tax Sources	{"additionalLinks": null, "summary": "This page contains all tax sources, including federal, state & local, and international tax sources. To find a specific source, click the letter that corresponds with its title in the list above the sources. To narrow the list of sources, use options in the Narrow By pane."}
Topic Summary Report	{"additionalLinks": null, "summary": "A topic summary contains some or all of these items, as applicable to the legal topic:"}
Open the Settings Page	{"additionalLinks": null, "summary": "Use this URL to open the settings page to view or change your settings."}
What do each of the  graphs represent?	{"additionalLinks": null, "summary": "The following table discusses the six types of  graphs and what they represent:"}
Acts Affecting this Document	{"additionalLinks": null, "summary": "Acts Affecting this Document provides the legislative acts that change a statute section or multiple sections. These legislative acts have not been incorporated into the statute. The number of legislative acts is shown in parentheses."}
and Connector	{"additionalLinks": null, "summary": "Use the and connector to find words that are far apart from one another or in different sections. Searches usingand usually find more documents than searches using thenear connector. As a general rule, useand when it doesn't matter where your search words appear in a document. Use thenear connector when there is a connection between your search terms and you need to find the terms near each other."}
Archived Codes Coverage Dates for Administrative Codes	{"additionalLinks": null, "summary": "The table below shows coverage dates for the administrative codes category, by jurisdiction."}
Archived Codes Coverage Dates for Codes	{"additionalLinks": null, "summary": "The table below shows coverage dates for the codes category, by jurisdiction. Because of variations in the frequency of legislative sessions, some jurisdictions may not provide an archived code for every year."}
Archived Codes Coverage Dates for Constitutions	{"additionalLinks": null, "summary": "The table below shows coverage dates for the constitutions category, by jurisdiction. Because of variations in the frequency of legislative sessions, some jurisdictions may not provide an archived code for every year."}
Archived Codes Coverage Dates for Court Rules	{"additionalLinks": null, "summary": "The table below shows coverage dates for the court rules category, by jurisdiction."}
Archived Codes Coverage Dates for Municipal Codes	{"additionalLinks": null, "summary": "The table below shows coverage dates for the municipal codes category type, by jurisdiction."}
Archived Code Versions	{"additionalLinks": null, "summary": "If an archived code version is available, a link appears under About This Document , followed by the number of archived versions in parentheses."}
Values for the Area Parameter	{"additionalLinks": null, "summary": "Use the area parameter in a URL to indicate the area of a specific product (such as  or LexisNexis\u00ae Practical Guidance) to open. If you don't specify an area, your default practice area appears."}
Using * to Find Variations of a Word	{"additionalLinks": null, "summary": "Use an asterisk (*) to find a root word plus all the words made by adding letters to the end of it. For example, employ* would find variations on the term employ such as employee, employer, employment, and their plurals."}
atleast Command	{"additionalLinks": null, "summary": "Use the atleast command to require that a term or terms appear \"at least\" so many times in a document. Useatleast when you want only documents that contain an in-depth discussion on a topic rather than just a mention."}
Help System: Phrase and Connector Searching	{"additionalLinks": null, "summary": "For information on using connectors to search  , see  . research \"table of contents\"research\u00a0NOT\u00a0lexisnexis"}
How does the Statistical Model work in Counsel Benchmarking?	{"additionalLinks": null, "summary": "Despite the breadth of data available in the  database, you can still select combinations of filters for which there is insufficient data. Only if insufficient actual data is available and only on the Hourly Rates tab, a statistical model has been incorporated to forecast hourly rates. This tool uses a quantile regression model to forecast each of the percentile metrics for partners, associates, and paralegals. For more information on quantile regression models, see: http://en.wikipedia.org/wiki/Quantile_regression . The statistical model only functions when you select either one filter or no filters in any or all filter categories. The statistical projection model does not forecast rates when you select multiple filter options within a category. When statistical data is displayed, you will see a message indicating that statistically modeled data is being displayed."}
Shepard's  Citation Formats and Alphabetical List of Editorial Phrases	{"additionalLinks": null, "summary": "For examples of citation formats, select the link below. Another browser window will open to the  Citation Format List, which contains full descriptions of reporters and their associated citation display formats."}
REFERENCE ARTICLE TITLE	{"additionalLinks": null, "summary": "PARAGRAPH TEXT INLINE EXAMPLE ."}
Connector Order and Priority	{"additionalLinks": null, "summary": " uses the following order of operations for connector searches:"}
Using Search Connectors ( and ,or , etc.) and Commands (atleast )	{"additionalLinks": "and Connector,Using * to Find Variations of a Word,atleast Command,Connector Order and Priority,Search Connectors Quick Reference Card, Equivalents for Other Connectors,Using ! to Find Variations of a Word,Searching for Common Legal Phrases,Searching for Symbols or Other Special Characters,/n Connector,near/n Connector,Words Ignored During a Natural Language Search,and not Connector,Using not with proximity connectors,onear/n Connector,or Connector,pre/n Connector,pre/p Connector,pre/s Connector,Using ? to Find Variations of a Word,Using Quotation Marks to Find Exact Matches,Finding Variations of a Word,w/n Connector,w/p or/p Connector,w/seg Connector,w/s or/s Connector", "summary": "Search connectors, such as and ,or ,near , andnot , and commands, such asatleast , help narrow a search by defining relationships between your search terms."}
Search Connectors Quick Reference Card	{"additionalLinks": "How do I use search connectors?,and Connector,atleast Command,or Connector,and not Connector,w/n Connector,/n Connector,w/p or/p Connector,w/s or/s Connector,w/seg Connector,near/n Connector,onear/n Connector,pre/n Connector,pre/s Connector,pre/p Connector,Using not with proximity connectors,Using ! to Find Variations of a Word,Using * to Find Variations of a Word,Using ? to Find Variations of a Word", "summary": ""}
 Equivalents for Other Connectors	{"additionalLinks": null, "summary": "If you're familiar with using other connectors with terms and connectors searching, you can transition to searching  by referring to the table below."}
Customer Support Contact Information	{"additionalLinks": null, "summary": "Have a question? If you can't find the answer you need in the help system, here are some other resources you can ask:Customer Support"}
Download the Content Listing	{"additionalLinks": null, "summary": "The  Detailed Content Listing lists all the case law, statutes and regulations, treatises, and other sources searched by .  Click the link below to open a PDF version of the content listing in a new window, then use the Adobe Reader functions to print or save the document."}
Custom Page Pods	{"additionalLinks": null, "summary": "You can create a custom page with the sources and tools you use most often. Once you create them, your custom pages will be available from the Custom Pages pod on the  landing page. The pods you can choose from to add to a custom page are listed below."}
Developing a Natural Language Search	{"additionalLinks": null, "summary": "To develop a natural language search, use terms that you might use when describing your research topic to another person. For example, to find articles about efforts in the fast food industry to use recyclable packaging, you might use this search:"}
Federal and State Docket Formats	{"additionalLinks": null, "summary": "Select the state from the list below to view its available docket formats. FederalGeorgiaNorth Carolina Legend: --Civil case letters: BJ, CG, CS, CT, CV, CY, FJ, FP, HC, MC, MD, MI, ML, MS, RJ, SC, SP, VVLegend:Legend:Legend:Legend:Legend: Valid codes are:Legend:Legend: There are numerous formats for case numbers. Some example case numbers used in this court are:Legend: Valid case types are: APP, BAC, BAS, BLC, BLD, BLS, BLV, CIC, CIV, COC, COS, FAM, HEC, HED, HEP, HES, HEV, HFA, IFA, INA, INC, IND, INP, INR, INS, INV, JUR, LEC, LES, MVS, PES, PRO, PSC, PSS, RI, RIA, RIC, RID, RIP, RIS, RIV, SCC, SCM, SWC, SWD, SWV, TEC, TED, TES ,TEV, and WD.Legend:Legend:Legend:Legend:Legend:Legend:Legend: - Valid case types: AP, CV, FL, FW, LP, ME, MS, MW, PA, PR, SS, WC, WL, WS.Legend: Valid codes are:Legend:Legend:Legend: Valid codes are A05D, A22M, D03D, F02B, H12M, H13W, H14C, H15N, H16W, H17B, K10K, K21N, L18W, M09M, N06N, N07M, N08W, S01S, S20N, T19R, U04W, W11DValid codes are AAN, DBD, FBT, FST, HHB, HHD, KNL, LLI, MMX, NNH, TTD, UWY, WWMLegend:Legend: - CA = Circuit Civil- For Civil and Dependency cases (CA, DR, CC, SC, CP, GA, MH, and DP) this field will be 4 Xs (XXXX).Legend:Legend:Legend:Legend:Legend:Legend: 41 1989 CF 001996 C - Summary Procedure (SP)- 01 - Circuit CourtMMK880002996ALegend: 441997CF000055000AKWLegend:Legend:Legend: Because Georgia Dekalb Magistrate, State, and Superior Courts have a variety of formats for different years, case types have no standardized formatting instructions at this time.Legend:Legend:Legend:Legend:Legend:Legend:Legend:Legend: Because Missouri Circuit Courts have a variety of formats for different years, case types, and different circuits, we have no standardized formatting instructions at this time.Legend:Legend:Legend:Legend:Legend:Legend: There are no case number format rules for this court.  Some example case numbers are:Legend: There are no case number format rules for this court. Examples of case numbers used in this court are:Legend:Legend:Legend:Legend: (CJ, 00) prior to 1964 are not available on the webLegend: There are no case number format rules for this court. Some example case numbers used in this court are: There are no case number format rules for this court. Examples of case numbers used in this court are:There are no case number format rules for this court. There are no case number format rules for this court. Examples of cases used in this court are:Legend:Legend:Legend: There are no case number format rules for this court. Examples of cases used in this court are:Legend: Formats include 4 to 10 alphanumeric characters. Examples include:DistrictLegend:Legend:Legend:Legend:Legend:Legend:Legend:Legend: There are too many possible case number formats. We have no standardized formatting instructions at this time.Legend:Legend:Legend:Legend:Legend:Legend:Legend:Legend:Legend:Legend:Legend:  - SP - Summary Procedures1999 CT 002278"}
Using ! to Find Variations of a Word	{"additionalLinks": null, "summary": "Use an exclamation mark (!) to find a root word plus all the words made by adding letters to the end of it. For example, employ! would find variations on the term employ such as employee, employer, employment, and their plurals."}
Future Effective Updates	{"additionalLinks": null, "summary": "Future Effective amendments and appeals are connected to current effective versions through the  . Current effective versions display a flag with the language, \"This section has more than one version with varying effective dates.\""}
Citation Manuals	{"additionalLinks": null, "summary": "The exercises in  correspond with the following references, which students should use to find citation rules:"}
Values for the Jurisdiction Parameter	{"additionalLinks": null, "summary": "Use the jurisdiction parameter in a URL to indicate the jurisdiction to search.  You can use multiple jurisdictions, separated by a period.  If you don't specify a jurisdiction, all jurisdictions are searched."}
Help System: Keyword and Wildcard Searching	{"additionalLinks": null, "summary": "For information on searching  , see  ."}
Searching for Common Legal Phrases	{"additionalLinks": null, "summary": " automatically interprets many common legal phrases, such as limited liability partnership orsummary judgment , as phrases, rather than as individual search terms.  However, if you want to be sure a phrase you are searching for is interpreted as a phrase, enclose it in quotation marks."}
List of Research Activities that Trigger Access Charges	{"additionalLinks": null, "summary": "Submit Legal SearchRerun a prior Search from History ListSubmit Legal SearchRerun a prior Search saved in FoldersSubmit Legal SearchRerun a prior Search from Research MapSubmit Legal SearchSelect text from document, then submit a Search Selected Text searchSubmit Search Selected Text SearchUser select search results available using Citation SearchView Search Results for Citation Search"}
Searching for Symbols or Other Special Characters	{"additionalLinks": null, "summary": "The  service does not search for the following special characters or symbols:"}
